tradeTime,openPrice,highPrice,lowPrice,lastPrice,priceChange,percentChange,volume,openInterest,raw
07/07/2025,2.1440,2.1541,2.1425,2.1540,+0.0144,+0.67%,899,"1,693","{'tradeTime': '2025-07-07', 'openPrice': 2.144, 'highPrice': 2.1541, 'lowPrice': 2.1425, 'lastPrice': 2.154, 'priceChange': 0.0144, 'percentChange': 0.00673022995, 'volume': 899, 'openInterest': 1693}"
07/03/2025,2.1420,2.1420,2.1396,2.1396,-0.0165,-0.77%,334,"1,711","{'tradeTime': '2025-07-03', 'openPrice': 2.142, 'highPrice': 2.142, 'lowPrice': 2.1396, 'lastPrice': 2.1396, 'priceChange': -0.0165, 'percentChange': -0.007652706275, 'volume': 334, 'openInterest': 1711}"
07/02/2025,2.1561,2.1561,2.1561,2.1561,+0.0307,+1.44%,322,"1,713","{'tradeTime': '2025-07-02', 'openPrice': 2.1561, 'highPrice': 2.1561, 'lowPrice': 2.1561, 'lastPrice': 2.1561, 'priceChange': 0.0307, 'percentChange': 0.014444339889, 'volume': 322, 'openInterest': 1713}"
07/01/2025,2.1250,2.1254,2.1250,2.1254,+0.0140,+0.66%,542,"1,696","{'tradeTime': '2025-07-01', 'openPrice': 2.125, 'highPrice': 2.1254, 'lowPrice': 2.125, 'lastPrice': 2.1254, 'priceChange': 0.014, 'percentChange': 0.006630671592, 'volume': 542, 'openInterest': 1696}"
06/30/2025,2.1114,2.1114,2.1114,2.1114,+0.0104,+0.50%,309,"1,574","{'tradeTime': '2025-06-30', 'openPrice': 2.1114, 'highPrice': 2.1114, 'lowPrice': 2.1114, 'lastPrice': 2.1114, 'priceChange': 0.0104, 'percentChange': 0.004950023798, 'volume': 309, 'openInterest': 1574}"
06/27/2025,2.0930,2.1159,2.0930,2.1010,-0.0196,-0.92%,155,"1,482","{'tradeTime': '2025-06-27', 'openPrice': 2.093, 'highPrice': 2.1159, 'lowPrice': 2.093, 'lastPrice': 2.101, 'priceChange': -0.0196, 'percentChange': -0.00924266717, 'volume': 155, 'openInterest': 1482}"
06/26/2025,2.1170,2.1269,2.1170,2.1206,+0.0146,+0.69%,384,"1,474","{'tradeTime': '2025-06-26', 'openPrice': 2.117, 'highPrice': 2.1269, 'lowPrice': 2.117, 'lastPrice': 2.1206, 'priceChange': 0.0146, 'percentChange': 0.006932573599, 'volume': 384, 'openInterest': 1474}"
06/25/2025,2.1315,2.1347,2.1060,2.1060,-0.0187,-0.88%,334,"1,463","{'tradeTime': '2025-06-25', 'openPrice': 2.1315, 'highPrice': 2.1347, 'lowPrice': 2.106, 'lastPrice': 2.106, 'priceChange': -0.0187, 'percentChange': -0.008801242528, 'volume': 334, 'openInterest': 1463}"
06/24/2025,2.1550,2.1550,2.1247,2.1247,-0.0777,-3.53%,586,"1,402","{'tradeTime': '2025-06-24', 'openPrice': 2.155, 'highPrice': 2.155, 'lowPrice': 2.1247, 'lastPrice': 2.1247, 'priceChange': -0.0777, 'percentChange': -0.035279694878, 'volume': 586, 'openInterest': 1402}"
06/23/2025,2.2962,2.3520,2.1875,2.2024,-0.0938,-4.09%,495,"1,374","{'tradeTime': '2025-06-23', 'openPrice': 2.2962, 'highPrice': 2.352, 'lowPrice': 2.1875, 'lastPrice': 2.2024, 'priceChange': -0.0938, 'percentChange': -0.040850100165, 'volume': 495, 'openInterest': 1374}"
06/20/2025,2.3085,2.3150,2.2950,2.2962,+0.0058,+0.25%,672,"1,320","{'tradeTime': '2025-06-20', 'openPrice': 2.3085, 'highPrice': 2.315, 'lowPrice': 2.295, 'lastPrice': 2.2962, 'priceChange': 0.0058, 'percentChange': 0.002532308767, 'volume': 672, 'openInterest': 1320}"
06/18/2025,2.2444,2.2904,2.2444,2.2904,-0.0047,-0.20%,303,"1,249","{'tradeTime': '2025-06-18', 'openPrice': 2.2444, 'highPrice': 2.2904, 'lowPrice': 2.2444, 'lastPrice': 2.2904, 'priceChange': -0.0047, 'percentChange': -0.002047841053, 'volume': 303, 'openInterest': 1249}"
06/17/2025,2.2511,2.2951,2.2511,2.2951,+0.0627,+2.81%,403,"1,259","{'tradeTime': '2025-06-17', 'openPrice': 2.2511, 'highPrice': 2.2951, 'lowPrice': 2.2511, 'lastPrice': 2.2951, 'priceChange': 0.0627, 'percentChange': 0.028086364451, 'volume': 403, 'openInterest': 1259}"
06/16/2025,2.2103,2.2581,2.1925,2.2324,+0.0230,+1.04%,245,"1,243","{'tradeTime': '2025-06-16', 'openPrice': 2.2103, 'highPrice': 2.2581, 'lowPrice': 2.1925, 'lastPrice': 2.2324, 'priceChange': 0.023, 'percentChange': 0.010410066081, 'volume': 245, 'openInterest': 1243}"
06/13/2025,2.2094,2.2108,2.2094,2.2094,+0.0930,+4.39%,"1,461","1,281","{'tradeTime': '2025-06-13', 'openPrice': 2.2094, 'highPrice': 2.2108, 'lowPrice': 2.2094, 'lastPrice': 2.2094, 'priceChange': 0.093, 'percentChange': 0.043942543943, 'volume': 1461, 'openInterest': 1281}"
06/12/2025,2.1164,2.1164,2.1164,2.1164,-0.0120,-0.56%,139,"1,234","{'tradeTime': '2025-06-12', 'openPrice': 2.1164, 'highPrice': 2.1164, 'lowPrice': 2.1164, 'lastPrice': 2.1164, 'priceChange': -0.012, 'percentChange': -0.005638037963, 'volume': 139, 'openInterest': 1234}"
06/11/2025,2.1284,2.1284,2.1284,2.1284,+0.0445,+2.14%,203,"1,221","{'tradeTime': '2025-06-11', 'openPrice': 2.1284, 'highPrice': 2.1284, 'lowPrice': 2.1284, 'lastPrice': 2.1284, 'priceChange': 0.0445, 'percentChange': 0.02135419166, 'volume': 203, 'openInterest': 1221}"
06/10/2025,2.0839,2.0900,2.0839,2.0839,+0.0012,+0.06%,127,"1,139","{'tradeTime': '2025-06-10', 'openPrice': 2.0839, 'highPrice': 2.09, 'lowPrice': 2.0839, 'lastPrice': 2.0839, 'priceChange': 0.0012, 'percentChange': 0.000576175157, 'volume': 127, 'openInterest': 1139}"
06/09/2025,2.0827,2.0827,2.0827,2.0827,+0.0129,+0.62%,42,"1,100","{'tradeTime': '2025-06-09', 'openPrice': 2.0827, 'highPrice': 2.0827, 'lowPrice': 2.0827, 'lastPrice': 2.0827, 'priceChange': 0.0129, 'percentChange': 0.006232486231, 'volume': 42, 'openInterest': 1100}"
06/06/2025,2.0698,2.0698,2.0468,2.0698,+0.0211,+1.03%,29,"1,110","{'tradeTime': '2025-06-06', 'openPrice': 2.0698, 'highPrice': 2.0698, 'lowPrice': 2.0468, 'lastPrice': 2.0698, 'priceChange': 0.0211, 'percentChange': 0.010299214136, 'volume': 29, 'openInterest': 1110}"
06/05/2025,2.0487,2.0487,2.0487,2.0487,+0.0116,+0.57%,67,"1,104","{'tradeTime': '2025-06-05', 'openPrice': 2.0487, 'highPrice': 2.0487, 'lowPrice': 2.0487, 'lastPrice': 2.0487, 'priceChange': 0.0116, 'percentChange': 0.005694369447, 'volume': 67, 'openInterest': 1104}"
06/04/2025,2.0371,2.0371,2.0371,2.0371,-0.0256,-1.24%,25,"1,071","{'tradeTime': '2025-06-04', 'openPrice': 2.0371, 'highPrice': 2.0371, 'lowPrice': 2.0371, 'lastPrice': 2.0371, 'priceChange': -0.0256, 'percentChange': -0.012410917729, 'volume': 25, 'openInterest': 1071}"
06/03/2025,2.0627,2.0627,2.0627,2.0627,+0.0367,+1.81%,39,"1,087","{'tradeTime': '2025-06-03', 'openPrice': 2.0627, 'highPrice': 2.0627, 'lowPrice': 2.0627, 'lastPrice': 2.0627, 'priceChange': 0.0367, 'percentChange': 0.018114511352, 'volume': 39, 'openInterest': 1087}"
06/02/2025,2.0450,2.0450,2.0260,2.0260,+0.0332,+1.67%,146,"1,094","{'tradeTime': '2025-06-02', 'openPrice': 2.045, 'highPrice': 2.045, 'lowPrice': 2.026, 'lastPrice': 2.026, 'priceChange': 0.0332, 'percentChange': 0.016659975913, 'volume': 146, 'openInterest': 1094}"
