tradeTime,openPrice,highPrice,lowPrice,lastPrice,priceChange,percentChange,volume,openInterest,raw
07/07/2025,2.1660,2.1759,2.1586,2.1713,+0.0125,+0.58%,908,"12,232","{'tradeTime': '2025-07-07', 'openPrice': 2.166, 'highPrice': 2.1759, 'lowPrice': 2.1586, 'lastPrice': 2.1713, 'priceChange': 0.0125, 'percentChange': 0.005790253845, 'volume': 908, 'openInterest': 12232}"
07/03/2025,2.1551,2.1588,2.1527,2.1588,-0.0128,-0.59%,408,"12,191","{'tradeTime': '2025-07-03', 'openPrice': 2.1551, 'highPrice': 2.1588, 'lowPrice': 2.1527, 'lastPrice': 2.1588, 'priceChange': -0.0128, 'percentChange': -0.005894271505, 'volume': 408, 'openInterest': 12191}"
07/02/2025,2.1485,2.1716,2.1424,2.1716,+0.0261,+1.22%,346,"12,111","{'tradeTime': '2025-07-02', 'openPrice': 2.1485, 'highPrice': 2.1716, 'lowPrice': 2.1424, 'lastPrice': 2.1716, 'priceChange': 0.0261, 'percentChange': 0.012164996504, 'volume': 346, 'openInterest': 12111}"
07/01/2025,2.1257,2.1478,2.1254,2.1455,+0.0116,+0.54%,283,"12,131","{'tradeTime': '2025-07-01', 'openPrice': 2.1257, 'highPrice': 2.1478, 'lowPrice': 2.1254, 'lastPrice': 2.1455, 'priceChange': 0.0116, 'percentChange': 0.005436056048, 'volume': 283, 'openInterest': 12131}"
06/30/2025,2.1325,2.1339,2.1174,2.1339,+0.0091,+0.43%,309,"12,112","{'tradeTime': '2025-06-30', 'openPrice': 2.1325, 'highPrice': 2.1339, 'lowPrice': 2.1174, 'lastPrice': 2.1339, 'priceChange': 0.0091, 'percentChange': 0.004282756024, 'volume': 309, 'openInterest': 12112}"
06/27/2025,2.1334,2.1435,2.1126,2.1248,-0.0157,-0.73%,54,"12,102","{'tradeTime': '2025-06-27', 'openPrice': 2.1334, 'highPrice': 2.1435, 'lowPrice': 2.1126, 'lastPrice': 2.1248, 'priceChange': -0.0157, 'percentChange': -0.007334734875, 'volume': 54, 'openInterest': 12102}"
06/26/2025,2.1359,2.1542,2.1246,2.1405,+0.0152,+0.72%,312,"12,032","{'tradeTime': '2025-06-26', 'openPrice': 2.1359, 'highPrice': 2.1542, 'lowPrice': 2.1246, 'lastPrice': 2.1405, 'priceChange': 0.0152, 'percentChange': 0.007151931492, 'volume': 312, 'openInterest': 12032}"
06/25/2025,2.1698,2.1707,2.1253,2.1253,-0.0165,-0.77%,421,"12,114","{'tradeTime': '2025-06-25', 'openPrice': 2.1698, 'highPrice': 2.1707, 'lowPrice': 2.1253, 'lastPrice': 2.1253, 'priceChange': -0.0165, 'percentChange': -0.007703800542, 'volume': 421, 'openInterest': 12114}"
06/24/2025,2.1603,2.1705,2.1313,2.1418,-0.0638,-2.89%,936,"12,127","{'tradeTime': '2025-06-24', 'openPrice': 2.1603, 'highPrice': 2.1705, 'lowPrice': 2.1313, 'lastPrice': 2.1418, 'priceChange': -0.0638, 'percentChange': -0.028926369242, 'volume': 936, 'openInterest': 12127}"
06/23/2025,2.3449,2.3453,2.1770,2.2056,-0.0841,-3.67%,411,"11,894","{'tradeTime': '2025-06-23', 'openPrice': 2.3449, 'highPrice': 2.3453, 'lowPrice': 2.177, 'lastPrice': 2.2056, 'priceChange': -0.0841, 'percentChange': -0.036729702581, 'volume': 411, 'openInterest': 11894}"
