tradeTime,openPrice,highPrice,lowPrice,lastPrice,priceChange,percentChange,volume,openInterest,raw
07/08/2025,2.1410,2.1796,2.1410,2.1736,+0.0211,+0.98%,"5,004","14,511","{'tradeTime': '2025-07-08', 'openPrice': 2.141, 'highPrice': 2.1796, 'lowPrice': 2.141, 'lastPrice': 2.1736, 'priceChange': 0.0211, 'percentChange': 0.009802555168, 'volume': 5004, 'openInterest': 14511}"
07/07/2025,2.1431,2.1601,2.1367,2.1525,+0.0147,+0.69%,"4,025","15,044","{'tradeTime': '2025-07-07', 'openPrice': 2.1431, 'highPrice': 2.1601, 'lowPrice': 2.1367, 'lastPrice': 2.1525, 'priceChange': 0.0147, 'percentChange': 0.006876227898, 'volume': 4025, 'openInterest': 15044}"
07/03/2025,2.1398,2.1493,2.1331,2.1378,-0.0172,-0.80%,"2,560","14,846","{'tradeTime': '2025-07-03', 'openPrice': 2.1398, 'highPrice': 2.1493, 'lowPrice': 2.1331, 'lastPrice': 2.1378, 'priceChange': -0.0172, 'percentChange': -0.007981438515, 'volume': 2560, 'openInterest': 14846}"
07/02/2025,2.1209,2.1559,2.1098,2.1550,+0.0325,+1.53%,"3,129","14,768","{'tradeTime': '2025-07-02', 'openPrice': 2.1209, 'highPrice': 2.1559, 'lowPrice': 2.1098, 'lastPrice': 2.155, 'priceChange': 0.0325, 'percentChange': 0.01531213192, 'volume': 3129, 'openInterest': 14768}"
07/01/2025,2.0986,2.1269,2.0940,2.1225,+0.0144,+0.68%,"2,079","14,337","{'tradeTime': '2025-07-01', 'openPrice': 2.0986, 'highPrice': 2.1269, 'lowPrice': 2.094, 'lastPrice': 2.1225, 'priceChange': 0.0144, 'percentChange': 0.006830795503, 'volume': 2079, 'openInterest': 14337}"
06/30/2025,2.1063,2.1113,2.0809,2.1081,+0.0110,+0.52%,"1,827","14,217","{'tradeTime': '2025-06-30', 'openPrice': 2.1063, 'highPrice': 2.1113, 'lowPrice': 2.0809, 'lastPrice': 2.1081, 'priceChange': 0.011, 'percentChange': 0.005245338801, 'volume': 1827, 'openInterest': 14217}"
06/27/2025,2.1214,2.1232,2.0828,2.0971,-0.0212,-1.00%,828,"13,961","{'tradeTime': '2025-06-27', 'openPrice': 2.1214, 'highPrice': 2.1232, 'lowPrice': 2.0828, 'lastPrice': 2.0971, 'priceChange': -0.0212, 'percentChange': -0.010008025303, 'volume': 828, 'openInterest': 13961}"
06/26/2025,2.1152,2.1363,2.1015,2.1183,+0.0148,+0.70%,"2,399","13,757","{'tradeTime': '2025-06-26', 'openPrice': 2.1152, 'highPrice': 2.1363, 'lowPrice': 2.1015, 'lastPrice': 2.1183, 'priceChange': 0.0148, 'percentChange': 0.00703589256, 'volume': 2399, 'openInterest': 13757}"
06/25/2025,2.1450,2.1519,2.1024,2.1035,-0.0179,-0.84%,"3,031","13,274","{'tradeTime': '2025-06-25', 'openPrice': 2.145, 'highPrice': 2.1519, 'lowPrice': 2.1024, 'lastPrice': 2.1035, 'priceChange': -0.0179, 'percentChange': -0.008437824078, 'volume': 3031, 'openInterest': 13274}"
06/24/2025,2.1510,2.1624,2.1163,2.1214,-0.0809,-3.67%,"4,141","12,717","{'tradeTime': '2025-06-24', 'openPrice': 2.151, 'highPrice': 2.1624, 'lowPrice': 2.1163, 'lastPrice': 2.1214, 'priceChange': -0.0809, 'percentChange': -0.036734323208, 'volume': 4141, 'openInterest': 12717}"
06/23/2025,2.3946,2.3946,2.1667,2.2023,-0.0974,-4.24%,"2,326","12,231","{'tradeTime': '2025-06-23', 'openPrice': 2.3946, 'highPrice': 2.3946, 'lowPrice': 2.1667, 'lastPrice': 2.2023, 'priceChange': -0.0974, 'percentChange': -0.042353350437, 'volume': 2326, 'openInterest': 12231}"
06/20/2025,2.2859,2.3424,2.2770,2.2997,+0.0061,+0.27%,"6,992","12,021","{'tradeTime': '2025-06-20', 'openPrice': 2.2859, 'highPrice': 2.3424, 'lowPrice': 2.277, 'lastPrice': 2.2997, 'priceChange': 0.0061, 'percentChange': 0.002659574468, 'volume': 6992, 'openInterest': 12021}"
06/18/2025,2.2950,2.3069,2.2511,2.2936,-0.0029,-0.13%,"4,482","11,876","{'tradeTime': '2025-06-18', 'openPrice': 2.295, 'highPrice': 2.3069, 'lowPrice': 2.2511, 'lastPrice': 2.2936, 'priceChange': -0.0029, 'percentChange': -0.001262791204, 'volume': 4482, 'openInterest': 11876}"
