tradeTime,openPrice,highPrice,lowPrice,lastPrice,priceChange,percentChange,volume,openInterest,raw
07/07/2025,2.1520,2.1634,2.1514,2.1634,+0.0138,+0.64%,640,"1,313","{'tradeTime': '2025-07-07', 'openPrice': 2.152, 'highPrice': 2.1634, 'lowPrice': 2.1514, 'lastPrice': 2.1634, 'priceChange': 0.0138, 'percentChange': 0.006419799032, 'volume': 640, 'openInterest': 1313}"
07/03/2025,2.1560,2.1560,2.1496,2.1496,-0.0154,-0.71%,173,"1,296","{'tradeTime': '2025-07-03', 'openPrice': 2.156, 'highPrice': 2.156, 'lowPrice': 2.1496, 'lastPrice': 2.1496, 'priceChange': -0.0154, 'percentChange': -0.007113163972, 'volume': 173, 'openInterest': 1296}"
07/02/2025,2.1522,2.1650,2.1522,2.1650,+0.0278,+1.30%,242,"1,241","{'tradeTime': '2025-07-02', 'openPrice': 2.1522, 'highPrice': 2.165, 'lowPrice': 2.1522, 'lastPrice': 2.165, 'priceChange': 0.0278, 'percentChange': 0.013007673592, 'volume': 242, 'openInterest': 1241}"
07/01/2025,2.1122,2.1406,2.1122,2.1372,+0.0136,+0.64%,144,"1,042","{'tradeTime': '2025-07-01', 'openPrice': 2.1122, 'highPrice': 2.1406, 'lowPrice': 2.1122, 'lastPrice': 2.1372, 'priceChange': 0.0136, 'percentChange': 0.00640421925, 'volume': 144, 'openInterest': 1042}"
06/30/2025,2.1250,2.1250,2.1160,2.1236,+0.0095,+0.45%,124,"1,014","{'tradeTime': '2025-06-30', 'openPrice': 2.125, 'highPrice': 2.125, 'lowPrice': 2.116, 'lastPrice': 2.1236, 'priceChange': 0.0095, 'percentChange': 0.004493637955, 'volume': 124, 'openInterest': 1014}"
06/27/2025,2.1129,2.1166,2.1119,2.1141,-0.0159,-0.75%,58,"1,027","{'tradeTime': '2025-06-27', 'openPrice': 2.1129, 'highPrice': 2.1166, 'lowPrice': 2.1119, 'lastPrice': 2.1141, 'priceChange': -0.0159, 'percentChange': -0.007464788732, 'volume': 58, 'openInterest': 1027}"
06/26/2025,2.1256,2.1300,2.1256,2.1300,+0.0144,+0.68%,122,937,"{'tradeTime': '2025-06-26', 'openPrice': 2.1256, 'highPrice': 2.13, 'lowPrice': 2.1256, 'lastPrice': 2.13, 'priceChange': 0.0144, 'percentChange': 0.006806579694, 'volume': 122, 'openInterest': 937}"
06/25/2025,2.1400,2.1400,2.1156,2.1156,-0.0186,-0.87%,86,954,"{'tradeTime': '2025-06-25', 'openPrice': 2.14, 'highPrice': 2.14, 'lowPrice': 2.1156, 'lastPrice': 2.1156, 'priceChange': -0.0186, 'percentChange': -0.008715209446, 'volume': 86, 'openInterest': 954}"
06/24/2025,2.1372,2.1592,2.1341,2.1342,-0.0727,-3.29%,256,956,"{'tradeTime': '2025-06-24', 'openPrice': 2.1372, 'highPrice': 2.1592, 'lowPrice': 2.1341, 'lastPrice': 2.1342, 'priceChange': -0.0727, 'percentChange': -0.032942136028, 'volume': 256, 'openInterest': 956}"
06/23/2025,2.2950,2.3440,2.1961,2.2069,-0.0881,-3.84%,143,909,"{'tradeTime': '2025-06-23', 'openPrice': 2.295, 'highPrice': 2.344, 'lowPrice': 2.1961, 'lastPrice': 2.2069, 'priceChange': -0.0881, 'percentChange': -0.038387799564, 'volume': 143, 'openInterest': 909}"
06/20/2025,2.3000,2.3060,2.2896,2.2950,+0.0043,+0.19%,296,933,"{'tradeTime': '2025-06-20', 'openPrice': 2.3, 'highPrice': 2.306, 'lowPrice': 2.2896, 'lastPrice': 2.295, 'priceChange': 0.0043, 'percentChange': 0.001877155455, 'volume': 296, 'openInterest': 933}"
06/18/2025,2.2907,2.2907,2.2758,2.2907,-0.0065,-0.28%,192,928,"{'tradeTime': '2025-06-18', 'openPrice': 2.2907, 'highPrice': 2.2907, 'lowPrice': 2.2758, 'lastPrice': 2.2907, 'priceChange': -0.0065, 'percentChange': -0.002829531604, 'volume': 192, 'openInterest': 928}"
06/17/2025,2.2596,2.2972,2.2527,2.2972,+0.0597,+2.67%,259,863,"{'tradeTime': '2025-06-17', 'openPrice': 2.2596, 'highPrice': 2.2972, 'lowPrice': 2.2527, 'lastPrice': 2.2972, 'priceChange': 0.0597, 'percentChange': 0.026681564246, 'volume': 259, 'openInterest': 863}"
06/16/2025,2.2375,2.2562,2.2035,2.2375,+0.0245,+1.11%,82,819,"{'tradeTime': '2025-06-16', 'openPrice': 2.2375, 'highPrice': 2.2562, 'lowPrice': 2.2035, 'lastPrice': 2.2375, 'priceChange': 0.0245, 'percentChange': 0.011070944419, 'volume': 82, 'openInterest': 819}"
06/13/2025,2.2150,2.2150,2.1981,2.2130,+0.0859,+4.04%,"1,049",824,"{'tradeTime': '2025-06-13', 'openPrice': 2.215, 'highPrice': 2.215, 'lowPrice': 2.1981, 'lastPrice': 2.213, 'priceChange': 0.0859, 'percentChange': 0.040383620892, 'volume': 1049, 'openInterest': 824}"
06/12/2025,2.1271,2.1271,2.1271,2.1271,-0.0118,-0.55%,56,641,"{'tradeTime': '2025-06-12', 'openPrice': 2.1271, 'highPrice': 2.1271, 'lowPrice': 2.1271, 'lastPrice': 2.1271, 'priceChange': -0.0118, 'percentChange': -0.005516854458, 'volume': 56, 'openInterest': 641}"
06/11/2025,2.1389,2.1389,2.1389,2.1389,+0.0406,+1.93%,162,638,"{'tradeTime': '2025-06-11', 'openPrice': 2.1389, 'highPrice': 2.1389, 'lowPrice': 2.1389, 'lastPrice': 2.1389, 'priceChange': 0.0406, 'percentChange': 0.019348996807, 'volume': 162, 'openInterest': 638}"
06/10/2025,2.0983,2.0983,2.0983,2.0983,+0.0012,+0.06%,20,688,"{'tradeTime': '2025-06-10', 'openPrice': 2.0983, 'highPrice': 2.0983, 'lowPrice': 2.0983, 'lastPrice': 2.0983, 'priceChange': 0.0012, 'percentChange': 0.000572218778, 'volume': 20, 'openInterest': 688}"
06/09/2025,2.0971,2.0971,2.0971,2.0971,+0.0128,+0.61%,21,687,"{'tradeTime': '2025-06-09', 'openPrice': 2.0971, 'highPrice': 2.0971, 'lowPrice': 2.0971, 'lastPrice': 2.0971, 'priceChange': 0.0128, 'percentChange': 0.006141150506, 'volume': 21, 'openInterest': 687}"
06/06/2025,2.0843,2.0843,2.0617,2.0843,+0.0207,+1.00%,23,689,"{'tradeTime': '2025-06-06', 'openPrice': 2.0843, 'highPrice': 2.0843, 'lowPrice': 2.0617, 'lastPrice': 2.0843, 'priceChange': 0.0207, 'percentChange': 0.010031013762, 'volume': 23, 'openInterest': 689}"
06/05/2025,2.0636,2.0636,2.0636,2.0636,+0.0107,+0.52%,10,689,"{'tradeTime': '2025-06-05', 'openPrice': 2.0636, 'highPrice': 2.0636, 'lowPrice': 2.0636, 'lastPrice': 2.0636, 'priceChange': 0.0107, 'percentChange': 0.005212138925, 'volume': 10, 'openInterest': 689}"
06/04/2025,2.0529,2.0529,2.0529,2.0529,-0.0244,-1.17%,34,687,"{'tradeTime': '2025-06-04', 'openPrice': 2.0529, 'highPrice': 2.0529, 'lowPrice': 2.0529, 'lastPrice': 2.0529, 'priceChange': -0.0244, 'percentChange': -0.011746016464, 'volume': 34, 'openInterest': 687}"
06/03/2025,2.0773,2.0773,2.0773,2.0773,+0.0357,+1.75%,13,692,"{'tradeTime': '2025-06-03', 'openPrice': 2.0773, 'highPrice': 2.0773, 'lowPrice': 2.0773, 'lastPrice': 2.0773, 'priceChange': 0.0357, 'percentChange': 0.017486285266, 'volume': 13, 'openInterest': 692}"
06/02/2025,2.0600,2.0600,2.0416,2.0416,+0.0318,+1.58%,46,693,"{'tradeTime': '2025-06-02', 'openPrice': 2.06, 'highPrice': 2.06, 'lowPrice': 2.0416, 'lastPrice': 2.0416, 'priceChange': 0.0318, 'percentChange': 0.015822469898, 'volume': 46, 'openInterest': 693}"
05/30/2025,2.0370,2.0399,2.0098,2.0098,-0.0229,-1.13%,64,682,"{'tradeTime': '2025-05-30', 'openPrice': 2.037, 'highPrice': 2.0399, 'lowPrice': 2.0098, 'lastPrice': 2.0098, 'priceChange': -0.0229, 'percentChange': -0.011265804103, 'volume': 64, 'openInterest': 682}"
05/29/2025,2.0404,2.0782,2.0327,2.0327,-0.0338,-1.64%,102,693,"{'tradeTime': '2025-05-29', 'openPrice': 2.0404, 'highPrice': 2.0782, 'lowPrice': 2.0327, 'lastPrice': 2.0327, 'priceChange': -0.0338, 'percentChange': -0.016356157755, 'volume': 102, 'openInterest': 693}"
05/28/2025,2.0690,2.0691,2.0650,2.0665,+0.0163,+0.80%,48,677,"{'tradeTime': '2025-05-28', 'openPrice': 2.069, 'highPrice': 2.0691, 'lowPrice': 2.065, 'lastPrice': 2.0665, 'priceChange': 0.0163, 'percentChange': 0.007950443859, 'volume': 48, 'openInterest': 677}"
05/27/2025,2.0502,2.0731,2.0502,2.0502,-0.0228,-1.10%,24,680,"{'tradeTime': '2025-05-27', 'openPrice': 2.0502, 'highPrice': 2.0731, 'lowPrice': 2.0502, 'lastPrice': 2.0502, 'priceChange': -0.0228, 'percentChange': -0.010998552822, 'volume': 24, 'openInterest': 680}"
05/23/2025,2.0730,2.0730,2.0500,2.0730,+0.0023,+0.11%,74,675,"{'tradeTime': '2025-05-23', 'openPrice': 2.073, 'highPrice': 2.073, 'lowPrice': 2.05, 'lastPrice': 2.073, 'priceChange': 0.0023, 'percentChange': 0.0011107355, 'volume': 74, 'openInterest': 675}"
05/22/2025,2.0690,2.0707,2.0690,2.0707,-0.0120,-0.58%,54,659,"{'tradeTime': '2025-05-22', 'openPrice': 2.069, 'highPrice': 2.0707, 'lowPrice': 2.069, 'lastPrice': 2.0707, 'priceChange': -0.012, 'percentChange': -0.005761751572, 'volume': 54, 'openInterest': 659}"
05/21/2025,2.0827,2.0951,2.0827,2.0827,-0.0001,unch,5,650,"{'tradeTime': '2025-05-21', 'openPrice': 2.0827, 'highPrice': 2.0951, 'lowPrice': 2.0827, 'lastPrice': 2.0827, 'priceChange': -0.0001, 'percentChange': -4.8012291e-05, 'volume': 5, 'openInterest': 650}"
05/20/2025,2.0751,2.0828,2.0739,2.0828,+0.0077,+0.37%,36,649,"{'tradeTime': '2025-05-20', 'openPrice': 2.0751, 'highPrice': 2.0828, 'lowPrice': 2.0739, 'lastPrice': 2.0828, 'priceChange': 0.0077, 'percentChange': 0.003710664546, 'volume': 36, 'openInterest': 649}"
05/19/2025,2.0760,2.0760,2.0751,2.0751,-0.0103,-0.49%,17,647,"{'tradeTime': '2025-05-19', 'openPrice': 2.076, 'highPrice': 2.076, 'lowPrice': 2.0751, 'lastPrice': 2.0751, 'priceChange': -0.0103, 'percentChange': -0.004939100412, 'volume': 17, 'openInterest': 647}"
05/16/2025,2.0854,2.0854,2.0854,2.0854,+0.0008,+0.04%,9,653,"{'tradeTime': '2025-05-16', 'openPrice': 2.0854, 'highPrice': 2.0854, 'lowPrice': 2.0854, 'lastPrice': 2.0854, 'priceChange': 0.0008, 'percentChange': 0.00038376667, 'volume': 9, 'openInterest': 653}"
05/15/2025,2.0846,2.0846,2.0846,2.0846,-0.0314,-1.48%,62,646,"{'tradeTime': '2025-05-15', 'openPrice': 2.0846, 'highPrice': 2.0846, 'lowPrice': 2.0846, 'lastPrice': 2.0846, 'priceChange': -0.0314, 'percentChange': -0.014839319471, 'volume': 62, 'openInterest': 646}"
05/14/2025,2.1160,2.1160,2.1160,2.1160,-0.0022,-0.10%,79,628,"{'tradeTime': '2025-05-14', 'openPrice': 2.116, 'highPrice': 2.116, 'lowPrice': 2.116, 'lastPrice': 2.116, 'priceChange': -0.0022, 'percentChange': -0.001038617694, 'volume': 79, 'openInterest': 628}"
05/13/2025,2.1083,2.1212,2.1083,2.1182,+0.0323,+1.55%,79,630,"{'tradeTime': '2025-05-13', 'openPrice': 2.1083, 'highPrice': 2.1212, 'lowPrice': 2.1083, 'lastPrice': 2.1182, 'priceChange': 0.0323, 'percentChange': 0.015484922575, 'volume': 79, 'openInterest': 630}"
05/12/2025,2.0950,2.0950,2.0850,2.0859,+0.0359,+1.75%,62,622,"{'tradeTime': '2025-05-12', 'openPrice': 2.095, 'highPrice': 2.095, 'lowPrice': 2.085, 'lastPrice': 2.0859, 'priceChange': 0.0359, 'percentChange': 0.017512195122, 'volume': 62, 'openInterest': 622}"
05/09/2025,2.0500,2.0500,2.0500,2.0500,+0.0156,+0.77%,31,615,"{'tradeTime': '2025-05-09', 'openPrice': 2.05, 'highPrice': 2.05, 'lowPrice': 2.05, 'lastPrice': 2.05, 'priceChange': 0.0156, 'percentChange': 0.007668108533, 'volume': 31, 'openInterest': 615}"
05/08/2025,2.0344,2.0344,2.0344,2.0344,+0.0325,+1.62%,59,614,"{'tradeTime': '2025-05-08', 'openPrice': 2.0344, 'highPrice': 2.0344, 'lowPrice': 2.0344, 'lastPrice': 2.0344, 'priceChange': 0.0325, 'percentChange': 0.016234577152, 'volume': 59, 'openInterest': 614}"
05/07/2025,2.0306,2.0306,2.0019,2.0019,-0.0280,-1.38%,69,617,"{'tradeTime': '2025-05-07', 'openPrice': 2.0306, 'highPrice': 2.0306, 'lowPrice': 2.0019, 'lastPrice': 2.0019, 'priceChange': -0.028, 'percentChange': -0.013793782945, 'volume': 69, 'openInterest': 617}"
05/06/2025,2.0387,2.0393,2.0299,2.0299,+0.0282,+1.41%,15,618,"{'tradeTime': '2025-05-06', 'openPrice': 2.0387, 'highPrice': 2.0393, 'lowPrice': 2.0299, 'lastPrice': 2.0299, 'priceChange': 0.0282, 'percentChange': 0.014088025179, 'volume': 15, 'openInterest': 618}"
05/05/2025,2.0017,2.0017,1.9978,2.0017,-0.0188,-0.93%,46,625,"{'tradeTime': '2025-05-05', 'openPrice': 2.0017, 'highPrice': 2.0017, 'lowPrice': 1.9978, 'lastPrice': 2.0017, 'priceChange': -0.0188, 'percentChange': -0.009304627567, 'volume': 46, 'openInterest': 625}"
05/02/2025,2.0119,2.0222,2.0119,2.0205,-0.0120,-0.59%,40,631,"{'tradeTime': '2025-05-02', 'openPrice': 2.0119, 'highPrice': 2.0222, 'lowPrice': 2.0119, 'lastPrice': 2.0205, 'priceChange': -0.012, 'percentChange': -0.005904059041, 'volume': 40, 'openInterest': 631}"
05/01/2025,2.0369,2.0369,2.0107,2.0325,+0.0142,+0.70%,66,632,"{'tradeTime': '2025-05-01', 'openPrice': 2.0369, 'highPrice': 2.0369, 'lowPrice': 2.0107, 'lastPrice': 2.0325, 'priceChange': 0.0142, 'percentChange': 0.00703562404, 'volume': 66, 'openInterest': 632}"
04/30/2025,2.0183,2.0183,2.0183,2.0183,-0.0482,-2.33%,7,613,"{'tradeTime': '2025-04-30', 'openPrice': 2.0183, 'highPrice': 2.0183, 'lowPrice': 2.0183, 'lastPrice': 2.0183, 'priceChange': -0.0482, 'percentChange': -0.02332446165, 'volume': 7, 'openInterest': 613}"
04/29/2025,2.0715,2.0715,2.0665,2.0665,-0.0210,-1.01%,19,613,"{'tradeTime': '2025-04-29', 'openPrice': 2.0715, 'highPrice': 2.0715, 'lowPrice': 2.0665, 'lastPrice': 2.0665, 'priceChange': -0.021, 'percentChange': -0.01005988024, 'volume': 19, 'openInterest': 613}"
04/28/2025,2.0875,2.0875,2.0875,2.0875,-0.0118,-0.56%,6,604,"{'tradeTime': '2025-04-28', 'openPrice': 2.0875, 'highPrice': 2.0875, 'lowPrice': 2.0875, 'lastPrice': 2.0875, 'priceChange': -0.0118, 'percentChange': -0.005620921259, 'volume': 6, 'openInterest': 604}"
04/25/2025,2.0993,2.0993,2.0993,2.0993,+0.0026,+0.12%,49,604,"{'tradeTime': '2025-04-25', 'openPrice': 2.0993, 'highPrice': 2.0993, 'lowPrice': 2.0993, 'lastPrice': 2.0993, 'priceChange': 0.0026, 'percentChange': 0.001240043878, 'volume': 49, 'openInterest': 604}"
04/24/2025,2.0967,2.0967,2.0967,2.0967,+0.0163,+0.78%,101,580,"{'tradeTime': '2025-04-24', 'openPrice': 2.0967, 'highPrice': 2.0967, 'lowPrice': 2.0967, 'lastPrice': 2.0967, 'priceChange': 0.0163, 'percentChange': 0.007835031725, 'volume': 101, 'openInterest': 580}"
04/23/2025,2.0804,2.0804,2.0804,2.0804,-0.0120,-0.57%,80,567,"{'tradeTime': '2025-04-23', 'openPrice': 2.0804, 'highPrice': 2.0804, 'lowPrice': 2.0804, 'lastPrice': 2.0804, 'priceChange': -0.012, 'percentChange': -0.005735041101, 'volume': 80, 'openInterest': 567}"
04/22/2025,2.0850,2.0989,2.0850,2.0924,+0.0268,+1.30%,52,552,"{'tradeTime': '2025-04-22', 'openPrice': 2.085, 'highPrice': 2.0989, 'lowPrice': 2.085, 'lastPrice': 2.0924, 'priceChange': 0.0268, 'percentChange': 0.01297443842, 'volume': 52, 'openInterest': 552}"
04/21/2025,2.0656,2.0656,2.0656,2.0656,-0.0360,-1.71%,242,563,"{'tradeTime': '2025-04-21', 'openPrice': 2.0656, 'highPrice': 2.0656, 'lowPrice': 2.0656, 'lastPrice': 2.0656, 'priceChange': -0.036, 'percentChange': -0.017129805862, 'volume': 242, 'openInterest': 563}"
04/17/2025,2.1016,2.1016,2.1016,2.1016,+0.0343,+1.66%,87,594,"{'tradeTime': '2025-04-17', 'openPrice': 2.1016, 'highPrice': 2.1016, 'lowPrice': 2.1016, 'lastPrice': 2.1016, 'priceChange': 0.0343, 'percentChange': 0.016591689643, 'volume': 87, 'openInterest': 594}"
04/16/2025,2.0673,2.0673,2.0673,2.0673,+0.0147,+0.72%,44,557,"{'tradeTime': '2025-04-16', 'openPrice': 2.0673, 'highPrice': 2.0673, 'lowPrice': 2.0673, 'lastPrice': 2.0673, 'priceChange': 0.0147, 'percentChange': 0.007161648641, 'volume': 44, 'openInterest': 557}"
04/15/2025,2.0526,2.0526,2.0526,2.0526,-0.0066,-0.32%,36,537,"{'tradeTime': '2025-04-15', 'openPrice': 2.0526, 'highPrice': 2.0526, 'lowPrice': 2.0526, 'lastPrice': 2.0526, 'priceChange': -0.0066, 'percentChange': -0.003205128205, 'volume': 36, 'openInterest': 537}"
04/14/2025,2.0592,2.0592,2.0592,2.0592,+0.0111,+0.54%,8,532,"{'tradeTime': '2025-04-14', 'openPrice': 2.0592, 'highPrice': 2.0592, 'lowPrice': 2.0592, 'lastPrice': 2.0592, 'priceChange': 0.0111, 'percentChange': 0.005419657243, 'volume': 8, 'openInterest': 532}"
04/11/2025,2.0375,2.0520,2.0375,2.0481,+0.0107,+0.53%,121,530,"{'tradeTime': '2025-04-11', 'openPrice': 2.0375, 'highPrice': 2.052, 'lowPrice': 2.0375, 'lastPrice': 2.0481, 'priceChange': 0.0107, 'percentChange': 0.005251791499, 'volume': 121, 'openInterest': 530}"
