tradeTime,openPrice,highPrice,lowPrice,lastPrice,priceChange,percentChange,volume,openInterest,raw
06/17/2025,2.3796,2.5275,2.3699,2.5051,+0.1118,+4.67%,"76,829","41,906","{'tradeTime': '2025-06-17', 'openPrice': 2.3796, 'highPrice': 2.5275, 'lowPrice': 2.3699, 'lastPrice': 2.5051, 'priceChange': 0.1118, 'percentChange': 0.046713742531, 'volume': 76829, 'openInterest': 41906}"
06/16/2025,2.4600,2.4898,2.2998,2.3933,+0.0346,+1.47%,"89,387","50,856","{'tradeTime': '2025-06-16', 'openPrice': 2.46, 'highPrice': 2.4898, 'lowPrice': 2.2998, 'lastPrice': 2.3933, 'priceChange': 0.0346, 'percentChange': 0.014669097384, 'volume': 89387, 'openInterest': 50856}"
06/13/2025,2.2071,2.3963,2.2023,2.3587,+0.1700,+7.77%,"106,135","55,543","{'tradeTime': '2025-06-13', 'openPrice': 2.2071, 'highPrice': 2.3963, 'lowPrice': 2.2023, 'lastPrice': 2.3587, 'priceChange': 0.17, 'percentChange': 0.077671677251, 'volume': 106135, 'openInterest': 55543}"
06/12/2025,2.2185,2.2205,2.1693,2.1887,-0.0166,-0.75%,"60,133","62,002","{'tradeTime': '2025-06-12', 'openPrice': 2.2185, 'highPrice': 2.2205, 'lowPrice': 2.1693, 'lastPrice': 2.1887, 'priceChange': -0.0166, 'percentChange': -0.007527320546, 'volume': 60133, 'openInterest': 62002}"
06/11/2025,2.1387,2.2103,2.1272,2.2053,+0.0637,+2.97%,"59,586","68,258","{'tradeTime': '2025-06-11', 'openPrice': 2.1387, 'highPrice': 2.2103, 'lowPrice': 2.1272, 'lastPrice': 2.2053, 'priceChange': 0.0637, 'percentChange': 0.029744116548, 'volume': 59586, 'openInterest': 68258}"
06/10/2025,2.1464,2.1751,2.1317,2.1416,-0.0048,-0.22%,"69,111","74,017","{'tradeTime': '2025-06-10', 'openPrice': 2.1464, 'highPrice': 2.1751, 'lowPrice': 2.1317, 'lastPrice': 2.1416, 'priceChange': -0.0048, 'percentChange': -0.002236302646, 'volume': 69111, 'openInterest': 74017}"
06/09/2025,2.1331,2.1499,2.1198,2.1464,+0.0211,+0.99%,"64,816","81,605","{'tradeTime': '2025-06-09', 'openPrice': 2.1331, 'highPrice': 2.1499, 'lowPrice': 2.1198, 'lastPrice': 2.1464, 'priceChange': 0.0211, 'percentChange': 0.009928010163, 'volume': 64816, 'openInterest': 81605}"
06/06/2025,2.0945,2.1315,2.0799,2.1253,+0.0308,+1.47%,"67,991","90,235","{'tradeTime': '2025-06-06', 'openPrice': 2.0945, 'highPrice': 2.1315, 'lowPrice': 2.0799, 'lastPrice': 2.1253, 'priceChange': 0.0308, 'percentChange': 0.014705180234, 'volume': 67991, 'openInterest': 90235}"
06/05/2025,2.0701,2.1080,2.0606,2.0945,+0.0244,+1.18%,"50,801","95,989","{'tradeTime': '2025-06-05', 'openPrice': 2.0701, 'highPrice': 2.108, 'lowPrice': 2.0606, 'lastPrice': 2.0945, 'priceChange': 0.0244, 'percentChange': 0.0117868702, 'volume': 50801, 'openInterest': 95989}"
06/04/2025,2.1032,2.1118,2.0600,2.0701,-0.0298,-1.42%,"67,254","96,167","{'tradeTime': '2025-06-04', 'openPrice': 2.1032, 'highPrice': 2.1118, 'lowPrice': 2.06, 'lastPrice': 2.0701, 'priceChange': -0.0298, 'percentChange': -0.01419115196, 'volume': 67254, 'openInterest': 96167}"
